背番号,選手名,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,team,year
65,田代　将太郎,.323,73,36,31,10,1,2,4,4,0,9,1,0,.400,.419,.819,5.55,5.55,ヤクルト,2018
9,塩見　泰隆,.040,16,26,25,1,0,0,0,1,0,7,0,0,.077,.080,.157,-1.54,-1.31,ヤクルト,2018
60,三輪　正義,.118,25,24,17,2,0,1,0,2,0,4,5,0,.211,.118,.328,0.50,0.68,ヤクルト,2018
91,鵜久森　淳志,.294,19,20,17,5,0,3,0,1,0,5,0,1,.300,.353,.653,3.20,4.16,ヤクルト,2018
8,武内　晋一,.286,15,16,14,4,1,3,0,2,0,2,0,0,.375,.571,.946,8.12,7.88,ヤクルト,2018
57,古賀　優大,.077,7,15,13,1,0,1,0,1,0,2,1,1,.143,.077,.220,-1.34,-1.14,ヤクルト,2018
55,村上　宗隆,.083,6,14,12,1,1,2,0,2,0,5,0,0,.214,.333,.548,2.13,2.68,ヤクルト,2018
59,大村　孟,.125,9,10,8,1,0,0,0,2,0,4,0,0,.300,.250,.550,2.78,2.85,ヤクルト,2018
30,西田　明央,.143,4,7,7,1,0,0,0,0,0,2,0,0,.143,.143,.286,-0.45,-0.27,ヤクルト,2018
32,松本　直樹,.000,6,5,5,0,0,0,0,0,0,2,0,0,.000,.000,.000,-2.79,-2.54,ヤクルト,2018
0,比屋根　渉,.000,4,2,2,0,0,0,1,0,0,0,0,0,.000,.000,.000,-0.40,0.00,ヤクルト,2018
49,渡邉　大樹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ヤクルト,2018
66,大松　尚逸,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ヤクルト,2018
69,山川　晃司,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ヤクルト,2018
背番号,選手名,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,ヤクルト,2018
51,上林　誠知,.270,143,608,551,149,22,62,13,30,7,117,17,2,.315,.488,.803,5.51,5.40,ソフトバンク,2018
3,松田　宣浩,.248,143,580,517,128,32,82,3,56,4,113,0,12,.324,.485,.810,5.28,5.35,ソフトバンク,2018
7,中村　晃,.292,136,580,506,148,14,57,1,60,5,68,3,5,.369,.435,.804,6.12,6.02,ソフトバンク,2018
9,柳田　悠岐,.352,130,550,475,167,36,102,21,62,8,105,0,8,.431,.661,1.092,10.41,10.02,ソフトバンク,2018
54,デスパイネ,.238,116,469,407,97,29,74,0,55,4,93,0,13,.333,.494,.826,5.42,5.55,ソフトバンク,2018
2,今宮　健太,.266,99,405,354,94,11,45,5,25,2,60,22,5,.316,.415,.731,4.32,4.27,ソフトバンク,2018
62,甲斐　拓也,.213,133,363,314,67,7,37,2,26,0,79,23,6,.274,.328,.602,2.71,2.75,ソフトバンク,2018
1,内川　聖一,.242,71,296,281,68,8,30,1,9,3,32,0,6,.270,.367,.637,3.19,3.31,ソフトバンク,2018
36,牧原　大成,.317,59,264,249,79,3,26,9,8,2,33,3,2,.341,.434,.775,5.59,5.36,ソフトバンク,2018
27,グラシアル,.292,54,202,185,54,9,30,1,15,1,34,0,8,.347,.481,.828,5.50,5.46,ソフトバンク,2018
0,髙田　知季,.188,74,153,133,25,2,15,2,12,2,36,6,2,.265,.286,.551,2.39,2.50,ソフトバンク,2018
4,川島　慶三,.268,91,152,142,38,3,16,2,7,0,31,0,2,.296,.366,.662,3.90,4.07,ソフトバンク,2018
37,福田　秀平,.263,110,128,118,31,7,15,6,4,2,35,4,6,.298,.492,.790,4.43,4.42,ソフトバンク,2018
8,明石　健志,.282,45,115,103,29,1,12,2,11,1,21,0,0,.357,.417,.774,5.80,5.53,ソフトバンク,2018
22,西田　哲朗,.211,72,113,109,23,4,16,3,1,0,37,2,1,.216,.349,.565,2.44,2.65,ソフトバンク,2018
24,長谷川　勇也,.287,55,112,101,29,5,20,0,9,1,18,0,3,.348,.495,.843,5.93,5.79,ソフトバンク,2018
46,本多　雄一,.259,33,101,85,22,1,8,5,8,0,17,5,1,.313,.376,.689,4.23,4.48,ソフトバンク,2018
12,髙谷　裕亮,.173,73,57,52,9,1,4,0,1,1,11,3,1,.204,.250,.454,1.07,1.22,ソフトバンク,2018
30,市川　友也,.167,25,51,42,7,2,5,0,0,1,11,8,0,.186,.381,.567,2.07,2.24,ソフトバンク,2018
32,塚田　正義,.270,25,45,37,10,3,6,0,6,0,13,2,0,.372,.568,.940,6.80,6.78,ソフトバンク,2018
00,川瀬　晃,.188,13,36,32,6,0,2,1,2,0,9,2,2,.235,.219,.454,0.86,0.91,ソフトバンク,2018
23,城所　龍磨,.167,41,26,24,4,1,2,3,1,0,9,1,0,.200,.333,.533,2.08,2.32,ソフトバンク,2018
31,栗原　陵矢,.111,11,9,9,1,0,0,0,0,0,4,0,0,.111,.111,.222,-1.08,-0.84,ソフトバンク,2018
60,釜元　豪,.000,6,5,5,0,0,0,0,0,0,2,0,0,.000,.000,.000,-3.82,-3.56,ソフトバンク,2018
43,江川　智晃,.600,5,5,5,3,1,1,0,0,0,2,0,0,.600,1.400,2.000,37.98,33.21,ソフトバンク,2018
64,真砂　勇介,.000,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0.00,0.00,ソフトバンク,2018
6,吉村　裕基,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ソフトバンク,2018
33,増田　珠,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ソフトバンク,2018
39,堀内　汰門,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ソフトバンク,2018
45,谷川原　健太,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ソフトバンク,2018
55,茶谷　健太,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ソフトバンク,2018
59,古澤　勝吾,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ソフトバンク,2018
61,黒瀬　健太,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ソフトバンク,2018
65,九鬼　隆平,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ソフトバンク,2018
68,三森　大貴,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ソフトバンク,2018
69,曽根　海成,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ソフトバンク,2018
69,美間　優槻,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ソフトバンク,2018
77,張本　優大,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ソフトバンク,2018
背番号,選手名,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,ソフトバンク,2018
55,秋山　翔吾,.323,143,685,603,195,24,82,15,77,4,96,0,3,.403,.534,.937,8.16,7.77,西武,2018
6,源田　壮亮,.278,143,666,594,165,4,57,34,48,4,101,14,7,.333,.374,.707,4.67,4.60,西武,2018
33,山川　穂高,.281,143,647,541,152,47,124,0,88,16,138,0,5,.396,.590,.985,8.54,8.45,西武,2018
3,浅村　栄斗,.310,143,640,565,175,32,127,4,68,2,105,0,18,.383,.527,.910,7.05,6.92,西武,2018
10,森　友哉,.275,136,552,473,130,16,80,7,70,2,105,0,3,.366,.457,.823,6.38,6.33,西武,2018
5,外崎　修汰,.287,119,510,453,130,18,67,25,47,3,102,6,9,.357,.472,.830,5.94,5.81,西武,2018
60,中村　剛也,.265,97,392,355,94,28,74,1,33,2,112,0,11,.329,.546,.876,5.97,6.04,西武,2018
1,栗山　巧,.256,114,363,305,78,8,52,1,52,3,78,0,5,.366,.400,.766,5.52,5.51,西武,2018
8,金子　侑司,.223,111,356,310,69,1,34,32,34,3,53,6,5,.303,.274,.577,2.97,3.13,西武,2018
99,メヒア,.212,82,234,212,45,9,21,0,18,3,62,0,3,.282,.373,.655,3.51,3.69,西武,2018
27,炭谷　銀仁朗,.248,47,135,129,32,0,9,0,2,1,30,3,3,.265,.310,.575,2.44,2.31,西武,2018
9,木村　文紀,.260,75,120,104,27,3,12,7,10,1,33,5,0,.330,.413,.744,4.83,4.77,西武,2018
37,岡田　雅利,.272,52,108,92,25,3,7,0,7,1,17,7,3,.327,.402,.729,3.95,4.02,西武,2018
65,斉藤　彰吾,.241,59,104,87,21,1,8,4,8,4,28,4,2,.330,.333,.663,3.83,3.89,西武,2018
7,松井　稼頭央,.154,30,41,39,6,0,2,1,2,0,10,0,1,.195,.179,.375,0.38,0.52,西武,2018
52,山田　遥楓,.059,14,19,17,1,1,2,0,1,1,6,0,0,.158,.235,.393,0.56,1.06,西武,2018
56,金子　一輝,.357,6,14,14,5,1,2,0,0,0,3,0,1,.357,.643,1.000,5.37,5.25,西武,2018
